"user_SSFF_ID"
"2360"
"2523"
"50162"
"50003"
"50073"
"3421"
"2965"
"1642"
"2628"
"740"
"3411"
"2413"
"2572"
"1482"
"40410"
"2298"
"50085"
"3162"
"2267"
"11642"
"30355"
"1156"
"3121"
"30008034"
"30006511"
"30003919"
"30006166"
"30007927"
"30101313"
"30007303"
"30001960"
"30002095"
"50081"
"60242"
"30003323"
"30006233"
"71177"
"30004593"
"30003172"
"30004450"
"30005747"
"30000958"
"30002771"
"30000836"
"50100"
"30003188"
"30003831"
"30005170"
"30006179"
"30006913"
"30003115"
"30000553"
"30007417"
"80017"
"30006211"
"30006236"
"30007800"
"30007246"
"30000898"
"50045"
"30005681"
"2402"
"30000297"
"2722"
"30002623"
"50117"
"50147"
"30006399"
"30006003"
"2831"
"30007711"
"30006847"
"30008354"
"30006822"
"30004987"
"30009193"
"30009379"
"2653"
"30000148"
"2034"
"50099"
"30007474"
"30001132"
"30006391"
"30006721"
"30005060"
"30003514"
"30005734"
"30001402"
"30007533"
"30006751"
"30001414"
"3373"
"30004549"
"30006443"
"30007522"
"30001777"
"30005787"
"30006416"
"30004446"
"30004726"
"30005760"
"11356"
"12482"
"30005765"
"30009101"
"30001420"
"30001505"
"30009534"
"71130"
"30009074"
"30001928"
"30005098"
"30007976"
"30006238"
"3467"
"3137"
"30009186"
"30002698"
"30011217"
"30015435"
"30010511"
"30006716"
"30018569"
"30023465"
"30012323"
"30014728"
"30021820"
"30003663"
"3316"
"30010732"
"30021167"
"1427"
"30021006"
"70799"
"30012716"
"30011269"
"30017416"
"30015398"
"30021406"
"30017489"
"30018254"
"30005885"
"30010705"
"30019285"
"30018659"
"30006028"
"30011352"
"30022344"
"30020561"
"30015235"
"30009729"
"30019278"
"30010568"
"30001763"
"30015734"
"30014725"
"30015397"
"30021650"
"30011245"
"30012208"
"30022410"
"30018948"
"30013715"
"12708"
"30018324"
"30019091"
"30018514"
"30010915"
"30011133"
"30021601"
"30006055"
"30101163"
"30006474"
"30101132"
"30003258"
"30022038"
"30006315"
"30015242"
"30016611"
"30010201"
"30020475"
"30013313"
"30020899"
"30017559"
"30009417"
"30017590"
"30014314"
"30011897"
"30020011"
"30003477"
"30020221"
"30014268"
"30021414"
"30016070"
"30020608"
"30013895"
"30018346"
"30009158"
"30018776"
"30018573"
"30005908"
"30007708"
"30015684"
"30015991"
"30020480"
"30007491"
"30020264"
"12226"
"30021483"
"30015209"
"30009612"
"30011482"
"30020964"
"30021013"
"30012237"
"30010162"
"30015128"
"30016673"
"30021969"
"30012308"
"30009797"
"30016356"
"30101517"
"30020131"
"30015070"
"30018952"
"30016745"
"30000952"
"30009886"
"30005486"
"30011338"
"30021039"
"30017650"
"30101279"
"30022320"
"30014290"
"30012002"
"30012446"
"90073"
"30019162"
"30013904"
"30019013"
"30016310"
"30014093"
"30011203"
"80016"
"30012915"
"30004796"
"30005330"
"30019821"
"30011411"
"30011205"
"30019939"
"30019977"
"30017732"
"30012483"
"30010585"
"30002853"
"30019965"
"30021917"
"30007641"
"30015122"
"3276"
"30020109"
"30021637"
"30016921"
"30011881"
"30019374"
"30015849"
"3342"
"30015135"
"30013080"
"30016828"
"30011428"
"30013472"
"12395"
"30017193"
"30017614"
"12622"
"30019110"
"30014720"
"30018336"
"30006343"
"30007052"
"30002268"
"30006587"
"30012761"
"30014433"
"30013767"
"30006597"
"30020369"
"30018499"
"60191"
"30022293"
"30010750"
"30016202"
"30000076"
"30010364"
"30016112"
"30012283"
"30020835"
"30021151"
"30016827"
"30101325"
"30005897"
"30020759"
"30011256"
"30018628"
"30012598"
"30012327"
"30016572"
"30023360"
"30023128"
"30023677"
"30023796"
"30023710"
"30023738"
"30023692"
"30023697"
"30024499"
"30025682"
"30024740"
"30024833"
"30024694"
"30024405"
"30025741"
"30024466"
"30024958"
"30025107"
"30024585"
"30025136"
"30025456"
"30024963"
"30025159"
"30025210"
"30025453"
"30025339"
"30025140"
"30025614"
"30025240"
"30025754"
"30025455"
"30026664"
"30001159"
"30027282"
"30027148"
"30026762"
"30026280"
"30027046"
"30026429"
"30026687"
"30027637"
"30027646"
"30027638"
"30027403"
"30026609"
"30027895"
"30027937"
"30028660"
"30027971"
"30028720"
"30028831"
"30029178"
"30029081"
"30029268"
"30029226"
"30029222"
